"gear","area","target","id_q","id_sub","value","range.lwr","range.upr","unit_range","id_I","text","score_obs","description","event_code","short_description","uncertainty","min","max","value.norm","unc.norm"
NA,NA,NA,11,NA,NA,"10000","50000","sek_unit",5,"Anything from 10,000 SEK to 1 million SEK – these are expensive toys; hard to say",NA,NA,NA,"minor_damage_cost",5,NA,NA,NA,NA
NA,NA,NA,12,NA,NA,"50000","1000000","sek_unit",5,"Up to half a million SEK, not uncommon. For new trolling setups, even more. Sportfishing boats cost 50–300,000 SEK, sometimes double",NA,NA,NA,"major_damage_cost",5,NA,NA,NA,NA
NA,NA,NA,16,NA,1,NA,NA,NA,5,"Most can be somewhat mobile. Some are keen enough to travel far. =1.","1",NA,NA,"gear characteristics",4,0,2,0.5,0.75
NA,NA,NA,17,NA,1,NA,NA,NA,5,"For mobile sport fishers, infrastructure is crucial. It exists, but not always accessible for everyone",NA,NA,NA,"infrastructure",4,0,2,0.5,0.75
NA,NA,NA,18,NA,2,NA,NA,NA,5,"2. But you may need to buy a fishing license for new spots. On the coast it’s free, which allows a lot of freedom.","2",NA,NA,"management_space",4,0,2,1,0.75
NA,NA,NA,19,NA,1,NA,NA,NA,5,"Some restrictions. On the coast, fairly free. But salmon, trout & grayling are closed during spawning, or when it gets too warm (quite common). =1.","1",NA,NA,"management_species",4,0,2,0.5,0.75
NA,NA,NA,23,NA,-999,NA,NA,NA,5,"not asked",NA,NA,NA,"job_mobility",4,1,5,NA,NA
NA,NA,NA,24,NA,4,NA,NA,NA,5,"I’m probably quite creative, I think so. =4.","4",NA,NA,"entrepeneurship",4,1,5,0.75,0.75
NA,NA,NA,25,NA,-999,NA,NA,NA,5,"not asked",NA,NA,NA,"credit",4,1,5,NA,NA
NA,NA,NA,27,NA,4,NA,NA,NA,5,"Relatively important – nice if the next generation also enjoys fishing. Fairly important. =4.","4",NA,NA,"knowledge_transmission",4,1,5,0.75,0.75
NA,NA,NA,28,NA,5,NA,NA,NA,5,"Generally, not a strong link. But in rural areas, sport fishing can keep the village shop open due to visiting guests in summer. In rural areas it has real significance",NA,NA,NA,"benefit_local_community",4,1,5,1,0.75
NA,NA,NA,29,NA,2,NA,NA,NA,5,"Some drive among those eager to show off successful fishing. But being part of that community doesn’t really require fishing.",NA,NA,NA,"benefit_personal_community",4,1,5,0.25,0.75
NA,NA,NA,30,NA,3,NA,NA,NA,5,"In between. =3.","3",NA,NA,"traditional_food",4,1,5,0.5,0.75
NA,NA,NA,32,NA,4,NA,NA,NA,5,"Quite significant – give it a 4.","4",NA,NA,"outdoor_benefit",2,1,5,0.75,0.25
NA,NA,NA,33,NA,3,NA,NA,NA,5,"In between. =3.","3",NA,NA,"identity",2,1,5,0.5,0.25
NA,NA,NA,34,NA,4,NA,NA,NA,5,"Contributes strongly, at least a 4.","4",NA,NA,"sense_of_home",2,1,5,0.75,0.25
NA,NA,NA,36,NA,NA," 5"," 100"," days",5,"Not in SCB’s survey. Average angler maybe 5–10 days, but some 50–100 days. More than 100? Yes, HC!",NA,NA,NA,"fdays",5,NA,NA,NA,NA
NA,NA,NA,37,NA,NA,NA,NA,"not_reported",5,NA,NA,NA,NA,"income",5,NA,NA,NA,NA
NA,NA,NA,38,NA,NA," 100"," 5000"," sek_season",5,"Servicing a boat: at least 5,000 SEK and up. Without a boat: maybe service a reel every couple of years, ~100 SEK",NA,NA,NA,"season_maint",5,NA,NA,NA,NA
NA,NA,NA,39,NA,NA,"30"," 50"," liter_trip",5,"Varies hugely. Trolling anglers burn a lot. Ordinary perch & pike anglers maybe 30–50 L/trip on average",NA,NA,NA,"fuel_trip",5,NA,NA,NA,NA
NA,NA,NA,40,NA,NA,"20"," 50"," liter_trip",5,"Maybe 50 L for a trolling angler. Boats are efficient, so 20–50 L/trip",NA,NA,NA,"extra_fuel",5,NA,NA,NA,NA
NA,NA,NA,41,NA,NA,NA,NA,"not_reported",5,NA,NA,NA,NA,"extra_crew",5,NA,NA,NA,NA
NA,NA,NA,42,NA,NA,"999"," 999"," hours",5,"Some make their own lures/jigs/wobblers – for them, that’s half the fishing time, usually done in winter.
Affected by algal bloom? No.",NA,NA,NA,"extra_cleaning_cost",5,NA,NA,NA,NA
NA,NA,NA,43,NA,NA,NA,NA,"not_reported",5,"Yes – e.g., if you booked a salmon fishing week and they close fishing, you’re stuck with costs for a cabin if it can’t be rebooked. Usually you can rebook, but I don’t know the cost.",NA,NA,NA,"exytra_other",NA,NA,NA,NA,NA
NA,NA,NA,45,NA,-999,NA,NA,NA,5,"I think you’ve captured most of it. The most likely major impacts are wind – if extreme weather is prolonged, it affects access. And if you fish salmonids, a summer heatwave affects both fish and fishing opportunities. Same with winter ice fishing.",NA,NA,NA,"addition",NA,NA,NA,NA,NA
NA,NA,NA,46,NA,3,NA,NA,NA,5,"One fishing day might get lost, but you might be able to recover it later in the season","3",NA,NA,"substitution_capacity",5,1,5,0.5,1
NA,"not_specified",NA,2,"a",5,NA,NA,NA,6,"5","5","Heatwave in the winter season","hww","go_fishing",3,1,5,1,0.5
NA,"Baltic",NA,2,"a",NA,NA,NA,NA,6,"5","5","Heatwave in the winter season","hww","go_fishing",3,1,5,NA,NA
NA,"NorthSea",NA,2,"a",NA,NA,NA,NA,6,"5","5","Heatwave in the winter season","hww","go_fishing",3,1,5,NA,NA
NA,"not_specified",NA,2,"b",1.5,NA,NA,NA,6,"1; wait a minute, spring when the weather changes; in July when it's hottest, the fish are scattered, so there's no point in going out; say 2.","2","Heatwave in the summer season","hws","go_fishing",3,1,5,0.12,0.5
NA,"Baltic",NA,2,"b",NA,NA,NA,NA,6,"1; wait a minute, spring when the weather changes; in July when it's hottest, the fish are scattered, so there's no point in going out; say 2.","2","Heatwave in the summer season","hws","go_fishing",3,1,5,NA,NA
NA,"NorthSea",NA,2,"b",NA,NA,NA,NA,6,"1; wait a minute, spring when the weather changes; in July when it's hottest, the fish are scattered, so there's no point in going out; say 2.","2","Heatwave in the summer season","hws","go_fishing",3,1,5,NA,NA
NA,"not_specified",NA,2,"c",1,NA,NA,NA,6,"we avoid going out, 1.","1","Severe icing (in the winter season)","ici","go_fishing",3,1,5,0,0.5
NA,"Baltic",NA,2,"c",NA,NA,NA,NA,6,"we avoid going out, 1.","1","Severe icing (in the winter season)","ici","go_fishing",3,1,5,NA,NA
NA,"NorthSea",NA,2,"c",NA,NA,NA,NA,6,"we avoid going out, 1.","1","Severe icing (in the winter season)","ici","go_fishing",3,1,5,NA,NA
NA,"not_specified",NA,2,"d",5,NA,NA,NA,6,"5","5","Algal bloom (in the summer season)","abl","go_fishing",3,1,5,1,0.5
NA,"Baltic",NA,2,"d",NA,NA,NA,NA,6,"5","5","Algal bloom (in the summer season)","abl","go_fishing",3,1,5,NA,NA
NA,"NorthSea",NA,2,"d",NA,NA,NA,NA,6,"5","5","Algal bloom (in the summer season)","abl","go_fishing",3,1,5,NA,NA
NA,"not_specified",NA,2,"e",5,NA,NA,NA,6,"5","5","Extreme cloudburst (in the summer season)","erf","go_fishing",3,1,5,1,0.5
NA,"Baltic",NA,2,"e",NA,NA,NA,NA,6,"5","5","Extreme cloudburst (in the summer season)","erf","go_fishing",3,1,5,NA,NA
NA,"NorthSea",NA,2,"e",NA,NA,NA,NA,6,"5","5","Extreme cloudburst (in the summer season)","erf","go_fishing",3,1,5,NA,NA
NA,"not_specified",NA,2,"f",NA,NA,NA,NA,6,"4 in the Baltic Sea at least; if we are going to consume the fish in the North Sea, then we wait because the fish can spoil , but in the Baltic Sea we don't fish for human consumption","M","Gale","gal","go_fishing",3,1,5,NA,NA
NA,"Baltic",NA,2,"f",4,NA,NA,NA,6,"4 in the Baltic Sea at least; if we are going to consume the fish in the North Sea, then we wait because the fish can spoil , but in the Baltic Sea we don't fish for human consumption","M","Gale","gal","go_fishing",3,1,5,0.75,0.5
NA,"NorthSea",NA,2,"f",1,NA,NA,NA,6,"4 in the Baltic Sea at least; if we are going to consume the fish in the North Sea, then we wait because the fish can spoil , but in the Baltic Sea we don't fish for human consumption","M","Gale","gal","go_fishing",3,1,5,0,0.5
NA,"not_specified",NA,2,"g",1,NA,NA,NA,6,"1, we have the quota so we don't need to risk the crew.","1","Storm","sto","go_fishing",3,1,5,0,0.5
NA,"Baltic",NA,2,"g",NA,NA,NA,NA,6,"1, we have the quota so we don't need to risk the crew.","1","Storm","sto","go_fishing",3,1,5,NA,NA
NA,"NorthSea",NA,2,"g",NA,NA,NA,NA,6,"1, we have the quota so we don't need to risk the crew.","1","Storm","sto","go_fishing",3,1,5,NA,NA
NA,"not_specified",NA,3,"a",3,NA,NA,NA,6,"It can go both better and worse, but it has an impact; for the same weather phenomenon, it can be both better and worse; weather changes affect catchability, as do moon phases and the time of year.",NA,"Heatwave in the winter season","hww","catchability",3,1,5,0.5,0.5
NA,"Baltic",NA,3,"a",NA,NA,NA,NA,6,"It can go both better and worse, but it has an impact; for the same weather phenomenon, it can be both better and worse; weather changes affect catchability, as do moon phases and the time of year.",NA,"Heatwave in the winter season","hww","catchability",3,1,5,NA,NA
NA,"NorthSea",NA,3,"a",NA,NA,NA,NA,6,"It can go both better and worse, but it has an impact; for the same weather phenomenon, it can be both better and worse; weather changes affect catchability, as do moon phases and the time of year.",NA,"Heatwave in the winter season","hww","catchability",3,1,5,NA,NA
NA,"not_specified",NA,3,"b",NA,NA,NA,NA,6,"in the North Sea, herring fishing is good in the summer; in August in Skagerrakk, we saw that when the water became warm, we got large quantities of herring at Skagen when the temperature was 20-21°C; But in the Baltic Sea, the fish spread out when it gets warm. 2","M","Heatwave in the summer season","hws","catchability",3,1,5,NA,NA
NA,"Baltic",NA,3,"b",2,NA,NA,NA,6,"in the North Sea, herring fishing is good in the summer; in August in Skagerrakk, we saw that when the water became warm, we got large quantities of herring at Skagen when the temperature was 20-21°C; But in the Baltic Sea, the fish spread out when it gets warm. 2","M","Heatwave in the summer season","hws","catchability",3,1,5,0.25,0.5
NA,"NorthSea",NA,3,"b",4,NA,NA,NA,6,"in the North Sea, herring fishing is good in the summer; in August in Skagerrakk, we saw that when the water became warm, we got large quantities of herring at Skagen when the temperature was 20-21°C; But in the Baltic Sea, the fish spread out when it gets warm. 2","M","Heatwave in the summer season","hws","catchability",3,1,5,0.75,0.5
NA,"not_specified",NA,3,"c",1,NA,NA,NA,6,"We can't load the boat when it's icy. 1.","1","Severe icing (in the winter season)","ici","catchability",3,1,5,0,0.5
NA,"Baltic",NA,3,"c",NA,NA,NA,NA,6,"We can't load the boat when it's icy. 1.","1","Severe icing (in the winter season)","ici","catchability",3,1,5,NA,NA
NA,"NorthSea",NA,3,"c",NA,NA,NA,NA,6,"We can't load the boat when it's icy. 1.","1","Severe icing (in the winter season)","ici","catchability",3,1,5,NA,NA
NA,"not_specified",NA,3,"d",1,NA,NA,NA,6,"1","1","Algal bloom (in the summer season)","abl","catchability",3,1,5,0,0.5
NA,"Baltic",NA,3,"d",NA,NA,NA,NA,6,"1","1","Algal bloom (in the summer season)","abl","catchability",3,1,5,NA,NA
NA,"NorthSea",NA,3,"d",NA,NA,NA,NA,6,"1","1","Algal bloom (in the summer season)","abl","catchability",3,1,5,NA,NA
NA,"not_specified",NA,3,"e",3,NA,NA,NA,6,"Doesn't affect 3.","3","Extreme cloudburst (in the summer season)","erf","catchability",3,1,5,0.5,0.5
NA,"Baltic",NA,3,"e",NA,NA,NA,NA,6,"Doesn't affect 3.","3","Extreme cloudburst (in the summer season)","erf","catchability",3,1,5,NA,NA
NA,"NorthSea",NA,3,"e",NA,NA,NA,NA,6,"Doesn't affect 3.","3","Extreme cloudburst (in the summer season)","erf","catchability",3,1,5,NA,NA
NA,"not_specified",NA,3,"f",3,NA,NA,NA,6,"3. It can sometimes, but no 3","3","Gale","gal","catchability",3,1,5,0.5,0.5
NA,"Baltic",NA,3,"f",NA,NA,NA,NA,6,"3. It can sometimes, but no 3","3","Gale","gal","catchability",3,1,5,NA,NA
NA,"NorthSea",NA,3,"f",NA,NA,NA,NA,6,"3. It can sometimes, but no 3","3","Gale","gal","catchability",3,1,5,NA,NA
NA,"not_specified",NA,3,"g",2,NA,NA,NA,6,"it can be harder for us to handle the boat and get where we want to go, so it does have an impact. 2.","2","Storm","sto","catchability",3,1,5,0.25,0.5
NA,"Baltic",NA,3,"g",NA,NA,NA,NA,6,"it can be harder for us to handle the boat and get where we want to go, so it does have an impact. 2.","2","Storm","sto","catchability",3,1,5,NA,NA
NA,"NorthSea",NA,3,"g",NA,NA,NA,NA,6,"it can be harder for us to handle the boat and get where we want to go, so it does have an impact. 2.","2","Storm","sto","catchability",3,1,5,NA,NA
NA,NA,NA,4,"a",1,NA,NA,NA,6,"1","1","Heatwave in the winter season","hww","catch_assemblage",3,1,5,0,0.5
NA,NA,NA,4,"b",1,NA,NA,NA,6,NA,NA,"Heatwave in the summer season","hws","catch_assemblage",3,1,5,0,0.5
NA,NA,NA,4,"c",1,NA,NA,NA,6,"1","1","Severe icing (in the winter season)","ici","catch_assemblage",3,1,5,0,0.5
NA,NA,NA,4,"d",1,NA,NA,NA,6,"1","1","Algal bloom (in the summer season)","abl","catch_assemblage",3,1,5,0,0.5
NA,NA,NA,4,"e",1,NA,NA,NA,6,"1","1","Extreme cloudburst (in the summer season)","erf","catch_assemblage",3,1,5,0,0.5
NA,NA,NA,4,"f",1,NA,NA,NA,6,"1","1","Gale","gal","catch_assemblage",3,1,5,0,0.5
NA,NA,NA,4,"g",1,NA,NA,NA,6,"1","1","Storm","sto","catch_assemblage",3,1,5,0,0.5
NA,NA,NA,5,"a",3,NA,NA,NA,6,"2, because the boat moves and the fish breaks ","2","Heatwave in the winter season","hww","catch_condition",3,1,5,0.5,0.5
NA,NA,NA,5,"b",1,NA,NA,NA,6,"1 same thing, in Lake Norske it becomes a problem because the boat moves and the fish breaks when it is warm","1","Heatwave in the summer season","hws","catch_condition",3,1,5,0,0.5
NA,NA,NA,5,"c",3,NA,NA,NA,6,"3","3","Severe icing (in the winter season)","ici","catch_condition",3,1,5,0.5,0.5
NA,NA,NA,5,"d",3,NA,NA,NA,6,"3","3","Algal bloom (in the summer season)","abl","catch_condition",3,1,5,0.5,0.5
NA,NA,NA,5,"e",3,NA,NA,NA,6,"3","3","Extreme cloudburst (in the summer season)","erf","catch_condition",3,1,5,0.5,0.5
NA,NA,NA,5,"f",1,NA,NA,NA,6,"1","1","Gale","gal","catch_condition",3,1,5,0,0.5
NA,NA,NA,5,"g",1,NA,NA,NA,6,"1","1","Storm","sto","catch_condition",3,1,5,0,0.5
NA,NA,NA,6,"a",5,NA,NA,NA,6,"We cool with RSV systems, so it stays in good quality. 5","5","Heatwave in the winter season","hww","cope_condition",3,1,5,1,0.5
NA,NA,NA,6,"b",5,NA,NA,NA,6,"We cool with RSV systems, so it stays in good quality. 5","5","Heatwave in the summer season","hws","cope_condition",3,1,5,1,0.5
NA,NA,NA,6,"c",-999,NA,NA,NA,6,"NA",NA,"Severe icing (in the winter season)","ici","cope_condition",3,1,5,NA,NA
NA,NA,NA,6,"d",-999,NA,NA,NA,6,"NA",NA,"Algal bloom (in the summer season)","abl","cope_condition",3,1,5,NA,NA
NA,NA,NA,6,"e",-999,NA,NA,NA,6,NA,NA,"Extreme cloudburst (in the summer season)","erf","cope_condition",3,1,5,NA,NA
NA,NA,NA,6,"f",3,NA,NA,NA,6,"You can go ashore and unload what you have. 3","3","Gale","gal","cope_condition",3,1,5,0.5,0.5
NA,NA,NA,6,"g",3,NA,NA,NA,6,"You can go ashore and unload what you have. 3","3","Storm","sto","cope_condition",3,1,5,0.5,0.5
NA,NA,NA,7,"a",4,NA,NA,NA,6,NA,NA,"Heatwave in the winter season","hww","lag_effect",3,1,5,0.75,0.5
NA,NA,NA,7,"b",4,NA,NA,NA,6,NA,NA,"Heatwave in the summer season","hws","lag_effect",3,1,5,0.75,0.5
NA,NA,NA,7,"c",-999,NA,NA,NA,6,NA,NA,"Severe icing (in the winter season)","ici","lag_effect",3,1,5,NA,NA
NA,NA,NA,7,"d",-999,NA,NA,NA,6,NA,NA,"Algal bloom (in the summer season)","abl","lag_effect",3,1,5,NA,NA
NA,NA,NA,7,"e",-999,NA,NA,NA,6,NA,NA,"Extreme cloudburst (in the summer season)","erf","lag_effect",3,1,5,NA,NA
NA,NA,NA,7,"f",-999,NA,NA,NA,6,NA,NA,"Gale","gal","lag_effect",3,1,5,NA,NA
NA,NA,NA,7,"g",-999,NA,NA,NA,6,NA,NA,"Storm","sto","lag_effect",3,1,5,NA,NA
NA,NA,NA,9,"a",0,NA,NA,NA,6,"1 if the heat causes high winds","1","Heatwave in the winter season","hww","personal_safety",4,0,2,0,0.75
NA,NA,NA,9,"b",0,NA,NA,NA,6,"no concern, usually calm weather",NA,"Heatwave in the summer season","hws","personal_safety",4,0,2,0,0.75
NA,NA,NA,9,"c",2,NA,NA,NA,6,"2 as the boat may capsize and sink","2","Severe icing (in the winter season)","ici","personal_safety",4,0,2,1,0.75
NA,NA,NA,9,"d",0,NA,NA,NA,6,"0","0","Algal bloom (in the summer season)","abl","personal_safety",4,0,2,0,0.75
NA,NA,NA,9,"e",1,NA,NA,NA,6,"1","1","Extreme cloudburst (in the summer season)","erf","personal_safety",4,0,2,0.5,0.75
NA,NA,NA,9,"f",1,NA,NA,NA,6,"1","1","Gale","gal","personal_safety",4,0,2,0.5,0.75
NA,NA,NA,9,"g",2,NA,NA,NA,6,"2, perhaps even 3","2.5","Storm","sto","personal_safety",4,0,2,1,0.75
NA,NA,NA,10,"a",0,NA,NA,NA,6,"3, [heat wave in winter, often accompanied by storms]","3","Heatwave in the winter season","hww","damage",4,0,3,0,0.75
NA,NA,NA,10,"b",0,NA,NA,NA,6,"0","0","Heatwave in the summer season","hws","damage",4,0,3,0,0.75
NA,NA,NA,10,"c",3,NA,NA,NA,6,"3 (but preferably without the trawl in, then we can get ashore)","3","Severe icing (in the winter season)","ici","damage",4,0,3,1,0.75
NA,NA,NA,10,"d",0,NA,NA,NA,6,"0","0","Algal bloom (in the summer season)","abl","damage",4,0,3,0,0.75
NA,NA,NA,10,"e",0,NA,NA,NA,6,"0","0","Extreme cloudburst (in the summer season)","erf","damage",4,0,3,0,0.75
NA,NA,NA,10,"f",0,NA,NA,NA,6,"0","0","Gale","gal","damage",4,0,3,0,0.75
NA,NA,NA,10,"g",3,NA,NA,NA,6,"3 can even damage the trawl; This is because we have a 40 m boat, but those with 60-80 m boats in the Baltic Sea have no problem turning with trawls during storms in the Baltic Sea","3","Storm","sto","damage",4,0,3,1,0.75
NA,NA,NA,13,"a",2,NA,NA,NA,6,"2, stays upwind or goes ashore when the wind picks up to storm force, and waits 1-2 days until it calms down; when the waves are too high, the trawl does not fish as well.","2","Heatwave in the winter season","hww","change_practices",4,0,2,1,0.75
NA,NA,NA,13,"b",0,NA,NA,NA,6,"0","0","Heatwave in the summer season","hws","change_practices",4,0,2,0,0.75
NA,NA,NA,13,"c",2,NA,NA,NA,6,"2, does not go out","2","Severe icing (in the winter season)","ici","change_practices",4,0,2,1,0.75
NA,NA,NA,13,"d",0,NA,NA,NA,6,"0","0","Algal bloom (in the summer season)","abl","change_practices",4,0,2,0,0.75
NA,NA,NA,13,"e",0,NA,NA,NA,6,"0","0","Extreme cloudburst (in the summer season)","erf","change_practices",4,0,2,0,0.75
NA,NA,NA,13,"f",0,NA,NA,NA,6,"0","0","Gale","gal","change_practices",4,0,2,0,0.75
NA,NA,NA,13,"g",2,NA,NA,NA,6,"2, does not go out","2","Storm","sto","change_practices",4,0,2,1,0.75
NA,NA,NA,15,"a",3.5,NA,NA,NA,6,"We avoid it, we can go down into the Baltic Sea on the other side of Åland; we can move, we go closer to Finland, 3-4.","3.5","Heatwave in the winter season","hww","avoidance",1.5,1,5,0.62,0.12
NA,NA,NA,15,"b",-999,NA,NA,NA,6,"It has no effec",NA,"Heatwave in the summer season","hws","avoidance",1.5,1,5,NA,NA
NA,NA,NA,15,"c",4,NA,NA,NA,6,"Yes, we can change course if we know in advance, but if the wind is too strong, it doesn't help to move closer to land; we can't go closer than 40 km",NA,"Severe icing (in the winter season)","ici","avoidance",1.5,1,5,0.75,0.12
NA,NA,NA,15,"d",-999,NA,NA,NA,6,"No effect",NA,"Algal bloom (in the summer season)","abl","avoidance",1.5,1,5,NA,NA
NA,NA,NA,15,"e",-999,NA,NA,NA,6,"No effect",NA,"Extreme cloudburst (in the summer season)","erf","avoidance",1.5,1,5,NA,NA
NA,NA,NA,15,"f",-999,NA,NA,NA,6,"No effect",NA,"Gale","gal","avoidance",1.5,1,5,NA,NA
NA,NA,NA,15,"g",4,NA,NA,NA,6,"as we mentioned earlier",NA,"Storm","sto","avoidance",1.5,1,5,0.75,0.12
NA,NA,NA,21,"a",4,NA,NA,NA,6,"Quite high, it's always there lurking, you're always a little worried, 4, because my 15-year-old son has to go with us.","4","Heatwave in the winter season","hww","stress",2,1,5,0.75,0.25
NA,NA,NA,21,"b",4,NA,NA,NA,6,"Also stressful",NA,"Heatwave in the summer season","hws","stress",2,1,5,0.75,0.25
NA,NA,NA,21,"c",4,NA,NA,NA,6,"yes, it's also stressful because we lose income, quite high stress = 4","4","Severe icing (in the winter season)","ici","stress",2,1,5,0.75,0.25
NA,NA,NA,0,NA,NA,NA,NA,NA,6,"pelagic trawler",NA,NA,NA,"fishing_style",NA,NA,NA,NA,NA
NA,NA,NA,11,NA,NA,"10000","50000","sek_unit",6,"Can be repaired on board; 50,000 to repair a trawl, transport it 10,000 SEK; if the entire trawl were destroyed, our trawl costs 200,000 SEK, there are trawls that cost 800,000 SEK, if you lose it
Repair costs 50,000-30,000 trawls
The boat is rarely damaged; but a 60 m boat got a hole in the side so they had to replace a plate, which cost 20-30,000 SEK, but we go ashore",NA,NA,NA,"minor_damage_cost",4,NA,NA,NA,NA
NA,NA,NA,12,NA,NA,"1e+05","5e+05","sek_unit",6,"See 11",NA,NA,NA,"major_damage_cost",4,NA,NA,NA,NA
NA,NA,NA,16,NA,2,NA,NA,NA,6,"Yes, 2.",NA,NA,NA,"gear characteristics",1.5,0,2,1,0.12
NA,NA,NA,17,NA,1,NA,NA,NA,6,"We have a few ports where we can land, but there's a small problem at the moment because there have been some ideological issues in Norrsundet, so now we're going to Oxelesund instead. 1",NA,NA,NA,"infrastructure",1.5,0,2,0.5,0.12
NA,NA,NA,18,NA,2,NA,NA,NA,6,"Yes, I can choose the North Sea or Skagerrak instead if it's too windy in the Baltic Sea. 2","2",NA,NA,"management_space",1.5,0,2,1,0.12
NA,NA,NA,19,NA,-999,NA,NA,NA,6,"Not asked",NA,NA,NA,"management_species",1.5,0,2,NA,NA
NA,NA,NA,23,NA,1,NA,NA,NA,6,"no; some have tried to engage in wind power, with smaller boats. =1","1",NA,NA,"job_mobility",5,1,5,0,1
NA,NA,NA,24,NA,4.5,NA,NA,NA,6,"Yes, we are working on that, herring burgers, producing more products from the Baltic Sea for human consumption; we have to adapt, if it is to be more humane we have to adjust and go ashore after maybe 1-2 days; now we are out for a week; to maintain quality. (=4 or 5?).","4.5",NA,NA,"entrepeneurship",5,1,5,0.88,1
NA,NA,NA,25,NA,5,NA,NA,NA,6,"Loans are no problem, we got help developing the equipment, it's much worse today; but you can get help to buy a new trawl =5","5",NA,NA,"credit",5,1,5,1,1
NA,NA,NA,27,NA,5,NA,NA,NA,6,"very important, 5.","5",NA,NA,"knowledge_transmission",2,1,5,1,0.25
NA,NA,NA,28,NA,3,NA,NA,NA,6,"we do a little repair work there; we don't land any fish in Fiskebäck; it could be better if we landed there; to a certain extent, but somewhat average, 3","3",NA,NA,"benefit_local_community",2,1,5,0.5,0.25
NA,NA,NA,29,NA,5,NA,NA,NA,6,"For my colleagues? Well, you want to have your colleagues, because there are so few of us now, so you want to keep all your colleagues. =5","5",NA,NA,"benefit_personal_community",2,1,5,1,0.25
NA,NA,NA,30,NA,5,NA,NA,NA,6,"I think it's very important, when we consume herring, canned herring, it's important, =5","5",NA,NA,"traditional_food",2,1,5,1,0.25
NA,NA,NA,32,NA,4,NA,NA,NA,6,"It's good to get out on deck, get out on the sea? It's an important part!",NA,NA,NA,"outdoor_benefit",2,1,5,0.75,0.25
NA,NA,NA,33,NA,5,NA,NA,NA,6,"it's strong",NA,NA,NA,"identity",2,1,5,1,0.25
NA,NA,NA,34,NA,5,NA,NA,NA,6,"Yes, Skagen is a really fantastic place, actually very important",NA,NA,NA,"sense_of_home",2,1,5,1,0.25
NA,NA,NA,36,NA,NA,"140","170","days",6,"In the Baltic Sea, from November to June, about half a year, 7 months, at the moment, but that can change; we fish about 80% of those days, are on board and have the trawl in and are fishing",NA,NA,NA,"fdays",5,NA,NA,NA,NA
NA,NA,NA,37,NA,NA,"25","30","Million_sek_season",6,"It varies; if we're talking about all boats, we collaborate with another boat, and we've exchanged some fish between us; in the Bothnian Sea, [calculating] 11,000/hour, 25,000 per day in the Bothnian Sea; but off Shetland, we caught 400 tons of mackerel, the entire annual quota, in one hour! That was 8 million/hour",NA,NA,NA,"income",5,NA,NA,NA,NA
NA,NA,NA,38,NA,NA,"1","10","% of income",6,"We are doing extensive renovations now, because we are doing a 10-year class when we go through the entire boat, so it could be 10% of the catch, in a normal year it is 1% of the catch (has an income of SEK 25-30 million per year), so 1% of that. If there are two trawls in a season, SEK 300-400. We have an extra trawl with us, as we have two drums, and we have 1-2 trawls in Norrsundet",NA,NA,NA,"season_maint",5,NA,NA,NA,NA
NA,NA,NA,39,NA,NA,"600","650","liters_hour",6,"if a fishing trip lasts about 1 week; in the Bothnian Sea; 50 m3/day * 6 days* = 240 kkr/week 2.5 tons * 4.5*22 hours; runs 22 hours per day 5000L*8h/day; for one week 240 kkr/week (in the Bothnian Sea) [talks about mackerel fishing]",NA,NA,NA,"fuel_trip",5,NA,NA,NA,NA
NA,NA,NA,40,NA,NA,NA,NA,"not_reported",6,"transport by truck to Skagen from Norrsundet; do not want to drive the boat that far, it costs money; the Bothnian Sea to the Baltic Sea takes 1.5 days",NA,NA,NA,"extra_fuel",5,NA,NA,NA,NA
NA,NA,NA,41,NA,NA,NA,NA,"not_reported",6,"Occasionally, if someone is injured or unavailable; there are four of us on the boat; previously, when we had the net, we needed nine people, but that was ten years ago; substitutes receive the same pay",NA,NA,NA,"extra_crew",5,NA,NA,NA,NA
NA,NA,NA,42,NA,NA,"0","0","hours",6,"No, we don't need to clean the trawls; we lower them into the sea upside down so that they get clean; we both hose them down and dip them; no difference with algae blooms.",NA,NA,NA,"extra_cleaning_cost",5,NA,NA,NA,NA
NA,NA,NA,43,NA,NA,NA,NA,"not_reported",6,"Yes, a window can break if you hit a big wave. One boat had a compass on the roof that broke and made a hole right through the roof, so it can cause damage and break things. If water gets into the boat and damages the electronics, it becomes more expensive. 10,000 for a window",NA,NA,NA,"exytra_other",NA,NA,NA,NA,NA
NA,NA,NA,45,NA,-999,NA,NA,NA,6,"In terms of extreme weather with storms, I think we've covered everything; this large variation in temperature in the Baltic Sea is something you're looking at, I think, with temperature data from SMHI.",NA,NA,NA,"addition",NA,NA,NA,NA,NA
NA,NA,NA,46,NA,5,NA,NA,NA,6,"Because of the ITQ system, we can wait until the weather conditions improve. Before this system was implemented, people went out and fished despite the risks involved.","5",NA,NA,"substitution_capacity",1,1,5,1,0
NA,NA,"not_specified",2,"a",4.5,NA,NA,NA,7,"I probably go fishing anyway, it's the wind that matters, I probably try anyway (=5? or =4?)","4.5","Heatwave in the winter season","hww","go_fishing",2,1,5,0.88,0.25
NA,NA,"herring",2,"a",NA,NA,NA,NA,7,"I probably go fishing anyway, it's the wind that matters, I probably try anyway (=5? or =4?)","4.5","Heatwave in the winter season","hww","go_fishing",2,1,5,NA,NA
